
darsena,405353439582567_309040488087984,post,2022-06-15T09:22:01+0000,neutrale
piazza,405353439582567_308461588145874,post,2022-06-15T08:45:03+0000,neutrale
piazza,308992534759446_3103010753249990,commento,2022-06-15T10:32:35+0000,positivo
darsena,405353439582567_307090204949679,post,2022-06-12T09:00:01+0000,neutrale
darsena,405353439582567_305171815141518,post,2022-06-09T10:00:08+0000,neutrale
darsena,405353439582567_304487885209911,post,2022-06-08T09:20:03+0000,neutrale
piazza,405353439582567_304430488548984,post,2022-06-08T07:00:05+0000,neutrale
piazza,304430488548984_335532612058630,commento,2022-06-08T19:57:36+0000,neutrale
piazza,304430488548984_1078719896046947,commento,2022-06-08T07:52:14+0000,positivo
piazza,304430488548984_290362146562662,commento,2022-06-08T11:51:02+0000,positivo
verde,405353439582567_301317732193593,post,2022-06-03T11:42:08+0000,neutrale
darsena,405353439582567_300080895650610,post,2022-06-02T09:01:10+0000,neutrale
piazza,405353439582567_300567438935289,post,2022-06-02T06:46:33+0000,positivo
sport,405353439582567_300044815654218,post,2022-06-01T10:53:35+0000,neutrale
piazza,405353439582567_300044815654218,post,2022-06-01T10:53:35+0000,neutrale
piazza,405353439582567_299939638998069,post,2022-06-01T07:00:04+0000,neutrale
gioco,405353439582567_298565495802150,post,2022-05-31T09:00:24+0000,neutrale
piazza,405353439582567_298565495802150,post,2022-05-31T09:00:24+0000,neutrale
sport,405353439582567_295773626081337,post,2022-05-26T10:30:01+0000,neutrale
darsena,405353439582567_294402446218455,post,2022-05-24T10:00:01+0000,neutrale
sport,405353439582567_293689609623072,post,2022-05-23T12:00:05+0000,neutrale
natura,293689609623072_1021677148477347,commento,2022-05-23T22:09:18+0000,positivo
darsena,405353439582567_293694412955925,post,2022-05-23T09:00:27+0000,neutrale
verde,405353439582567_293694412955925,post,2022-05-23T09:00:27+0000,neutrale
darsena,405353439582567_293014176357282,post,2022-05-22T09:00:04+0000,neutrale
darsena,405353439582567_291781393147227,post,2022-05-20T12:30:02+0000,neutrale
verde,405353439582567_291781393147227,post,2022-05-20T12:30:02+0000,neutrale
gioco,405353439582567_291698696488830,post,2022-05-20T10:30:00+0000,neutrale
verde,405353439582567_291698696488830,post,2022-05-20T10:30:00+0000,neutrale
darsena,405353439582567_291683219823711,post,2022-05-20T09:07:37+0000,neutrale
piazza,405353439582567_291626336496066,post,2022-05-20T07:00:02+0000,positivo
piazza,291626336496066_291708149821218,commento,2022-05-20T09:57:44+0000,positivo
piazza,291626336496066_700254354628915,commento,2022-05-20T10:54:28+0000,neutrale
darsena,405353439582567_291048559887177,post,2022-05-19T11:00:03+0000,neutrale
cortile,405353439582567_291048559887177,post,2022-05-19T11:00:03+0000,neutrale
darsena,405353439582567_290389996619700,post,2022-05-18T14:01:03+0000,neutrale
movimento,405353439582567_290250486633651,post,2022-05-18T09:00:06+0000,neutrale
darsena,290250486633651_708189297140984,commento,2022-05-18T22:01:01+0000,neutrale
darsena,405353439582567_289639746694725,post,2022-05-17T11:24:56+0000,neutrale
natura,405353439582567_289103083415058,post,2022-05-16T12:04:18+0000,neutrale
darsena,289103083415058_670638697568447,commento,2022-05-17T01:08:07+0000,neutrale
darsena,289103083415058_3202934156628001,sottocommento,2022-05-17T05:49:31+0000,neutrale
darsena,289103083415058_1185440435536921,commento,2022-05-17T07:01:15+0000,neutrale
piazza,288970843428282_288997593425607,sottocommento,2022-05-16T08:03:18+0000,neutrale
darsena,405353439582567_287018080290225,post,2022-05-14T08:00:06+0000,neutrale
darsena,405353439582567_286433703681996,post,2022-05-12T13:11:50+0000,neutrale
darsena,285651213760245_285931860398847,commento,2022-05-11T18:59:31+0000,neutrale
darsena,285651213760245_322243273407276,commento,2022-05-15T12:38:24+0000,positivo
sostenibilità ambientale,405353439582567_285046523820714,post,2022-05-10T12:25:35+0000,positivo
verde,405353439582567_285046523820714,post,2022-05-10T12:25:35+0000,positivo
darsena,405353439582567_282328270759206,post,2022-05-07T10:00:01+0000,neutrale
piazza,405353439582567_282328270759206,post,2022-05-07T10:00:01+0000,neutrale
sport,405353439582567_282855654039801,post,2022-05-07T08:00:01+0000,neutrale
gioco,282171347441565_695387535106703,commento,2022-05-09T10:54:14+0000,neutrale
darsena,405353439582567_280918244233542,post,2022-05-04T11:18:05+0000,neutrale
sport,405353439582567_279453477713352,post,2022-05-02T11:45:01+0000,neutrale
gioco,405353439582567_279453477713352,post,2022-05-02T11:45:01+0000,neutrale
verde,405353439582567_279453477713352,post,2022-05-02T11:45:01+0000,neutrale
piazza,405353439582567_277416371250396,post,2022-04-29T09:00:01+0000,neutrale
piazza,405353439582567_276119971380036,post,2022-04-27T07:00:10+0000,neutrale
piazza,405353439582567_275502028108497,post,2022-04-26T07:00:05+0000,positivo
piazza,275502028108497_261209942820342,commento,2022-04-26T10:31:47+0000,positivo
piazza,405353439582567_274950504830316,post,2022-04-25T09:20:22+0000,positivo
piazza,274950504830316_355670626537992,commento,2022-04-25T09:43:06+0000,negativo
verde,405353439582567_273098948348805,post,2022-04-23T08:00:01+0000,neutrale
piazza,405353439582567_273098948348805,post,2022-04-23T08:00:01+0000,neutrale
piazza,405353439582567_272944425030924,post,2022-04-22T07:01:20+0000,neutrale
piazza,405353439582567_272359575089409,post,2022-04-21T09:00:03+0000,neutrale
piazza,405353439582567_272311805094186,post,2022-04-21T07:00:06+0000,neutrale
piazza,272311805094186_272625081729525,commento,2022-04-21T17:55:23+0000,positivo
verde,405353439582567_271127121879321,post,2022-04-19T09:05:01+0000,neutrale
darsena,405353439582567_271074488551251,post,2022-04-19T07:00:04+0000,neutrale
piazza,405353439582567_268585662133467,post,2022-04-15T07:00:08+0000,positivo
piazza,268585662133467_268627648795935,commento,2022-04-15T08:42:06+0000,positivo
piazza,264111369247563_264129752579058,commento,2022-04-08T07:43:53+0000,positivo
piazza,263452132646820_263584015966965,commento,2022-04-07T10:57:32+0000,positivo
piazza,405353439582567_262941982697835,post,2022-04-06T12:00:06+0000,neutrale
piazza,262815336043833_262885222703511,commento,2022-04-06T09:49:35+0000,neutrale
sport,405353439582567_262331326092234,post,2022-04-05T18:35:00+0000,neutrale
sport,405353439582567_262166389442061,post,2022-04-05T09:00:01+0000,neutrale
darsena,405353439582567_4953348181449714,post,2022-04-02T14:00:00+0000,neutrale
darsena,405353439582567_4953338894783976,post,2022-04-01T11:30:00+0000,neutrale
sport,405353439582567_4950231285094737,post,2022-04-01T08:30:02+0000,neutrale
verde,4950107011773831_4952115214906344,commento,2022-03-31T23:43:24+0000,positivo
piazza,4947424735375392_4948950131889519,commento,2022-03-30T17:53:33+0000,neutrale
verde,405353439582567_4944813578969841,post,2022-03-29T07:00:05+0000,neutrale
gioco,405353439582567_4935139799937219,post,2022-03-26T10:00:02+0000,neutrale
piazza,405353439582567_4926656754118857,post,2022-03-22T08:00:01+0000,neutrale
piazza,4913783295406203_4914351665349366,commento,2022-03-17T11:44:54+0000,neutrale
piazza,4913783295406203_4914422828675583,commento,2022-03-17T12:20:21+0000,positivo
natura,405353439582567_4898006886983844,post,2022-03-14T10:00:01+0000,neutrale
verde,405353439582567_4898006886983844,post,2022-03-14T10:00:01+0000,neutrale
piazza,405353439582567_4899195110198355,post,2022-03-11T19:14:35+0000,positivo
piazza,4899195110198355_4900498883401311,commento,2022-03-12T07:56:38+0000,positivo
piazza,4899195110198355_4899481206836412,sottocommento,2022-03-11T21:56:22+0000,neutrale
sport,405353439582567_4897822773668922,post,2022-03-11T12:00:01+0000,neutrale
sport,4897822773668922_4901888539929012,commento,2022-03-12T19:48:14+0000,neutrale
natura,405353439582567_4897894146995118,post,2022-03-11T09:12:40+0000,neutrale
piazza,405353439582567_4897894146995118,post,2022-03-11T09:12:40+0000,neutrale
verde,405353439582567_4895609283890271,post,2022-03-10T14:00:02+0000,neutrale
verde,405353439582567_4879312262186640,post,2022-03-09T12:00:01+0000,neutrale
piazza,405353439582567_4879312262186640,post,2022-03-09T12:00:01+0000,neutrale
piazza,405353439582567_4889701021147764,post,2022-03-09T08:00:00+0000,neutrale
natura,405353439582567_4879283698856163,post,2022-03-08T10:00:00+0000,neutrale
piazza,4889696034481596_4889709211146945,commento,2022-03-08T08:10:34+0000,positivo
piazza,405353439582567_4879573715493828,post,2022-03-04T12:36:33+0000,neutrale
piazza,405353439582567_4876760772441789,post,2022-03-04T11:00:01+0000,neutrale
darsena,405353439582567_4878876022230264,post,2022-03-04T08:00:00+0000,positivo
darsena,405353439582567_4877465679037965,post,2022-03-03T17:55:32+0000,neutrale
piazza,405353439582567_4877465679037965,post,2022-03-03T17:55:32+0000,neutrale
verde,405353439582567_4876377482480118,post,2022-03-03T10:00:01+0000,neutrale
piazza,405353439582567_4870629769721556,post,2022-03-02T09:30:00+0000,neutrale
darsena,405353439582567_4871039603013906,post,2022-03-01T13:00:08+0000,neutrale
piazza,405353439582567_4871039603013906,post,2022-03-01T13:00:08+0000,neutrale
natura,4867644473353419_4867817130002820,commento,2022-02-28T08:12:33+0000,positivo
natura,405353439582567_4859446840839849,post,2022-02-25T12:00:05+0000,neutrale
sport,405353439582567_4856827854435081,post,2022-02-24T13:30:00+0000,positivo
piazza,405353439582567_4856316297819570,post,2022-02-24T08:00:05+0000,neutrale
piazza,4856316297819570_4859436734174193,commento,2022-02-25T08:30:18+0000,positivo
piazza,4856316297819570_4857057284412138,commento,2022-02-24T12:36:12+0000,positivo
piazza,4856316297819570_4856921384425728,commento,2022-02-24T11:35:26+0000,positivo
natura,405353439582567_4853588614759005,post,2022-02-23T12:30:00+0000,neutrale
darsena,405353439582567_4853359068115293,post,2022-02-23T09:47:43+0000,neutrale
gioco,405353439582567_4853165131468020,post,2022-02-23T08:00:09+0000,neutrale
piazza,405353439582567_4853165131468020,post,2022-02-23T08:00:09+0000,neutrale
piazza,4853165131468020_4854843244633542,commento,2022-02-23T18:05:48+0000,positivo
darsena,405353439582567_4849983375119529,post,2022-02-22T08:00:03+0000,positivo
verde,732627424368368_732684637695980,commento,2022-02-19T10:49:33+0000,neutrale
darsena,732627424368368_732682714362839,commento,2022-02-19T10:43:54+0000,negativo
verde,732627424368368_732682714362839,commento,2022-02-19T10:43:54+0000,negativo
gioco,405353439582567_4838653872919146,post,2022-02-18T15:02:01+0000,neutrale
piazza,405353439582567_4830889323695601,post,2022-02-16T08:00:00+0000,neutrale
piazza,4830889323695601_4832536560197544,commento,2022-02-16T18:13:39+0000,positivo
piazza,4830889323695601_4832212643563269,commento,2022-02-16T16:05:25+0000,positivo
darsena,405353439582567_4828440363940497,post,2022-02-15T12:19:25+0000,neutrale
piazza,4815545165230017_4820749518042915,sottocommento,2022-02-12T22:30:31+0000,positivo
natura,405353439582567_4806592386125295,post,2022-02-08T10:00:01+0000,neutrale
biodiversità,405353439582567_4806592386125295,post,2022-02-08T10:00:01+0000,neutrale
darsena,405353439582567_4803182989799568,post,2022-02-08T08:00:00+0000,neutrale
darsena,405353439582567_4803477109770156,post,2022-02-07T10:02:03+0000,neutrale
sport,405353439582567_4794122810705586,post,2022-02-04T10:23:21+0000,neutrale
darsena,405353439582567_4780616352056232,post,2022-02-01T10:30:01+0000,neutrale
verde,4783405958443938_4785388084912392,commento,2022-02-01T19:36:05+0000,neutrale
piazza,405353439582567_4770466253071242,post,2022-01-28T10:02:00+0000,neutrale
piazza,405353439582567_4761641187287082,post,2022-01-27T09:30:00+0000,neutrale
sport,405353439582567_4752326001551934,post,2022-01-24T10:25:28+0000,neutrale
verde,405353439582567_4735684199882781,post,2022-01-20T16:40:47+0000,positivo
piazza,405353439582567_4735684199882781,post,2022-01-20T16:40:47+0000,positivo
natura,405353439582567_4730225890428612,post,2022-01-19T12:34:41+0000,neutrale
sport,405353439582567_4725563230894878,post,2022-01-18T12:25:52+0000,neutrale
sport,405353439582567_4720635131387688,post,2022-01-17T10:27:58+0000,neutrale
sport,405353439582567_4707123709405497,post,2022-01-14T10:32:12+0000,neutrale
piazza,405353439582567_4701866569931211,post,2022-01-13T08:00:01+0000,positivo
piazza,405353439582567_4695996947184840,post,2022-01-12T09:30:00+0000,neutrale
piazza,405353439582567_4698612820256586,post,2022-01-12T08:00:06+0000,positivo
piazza,4698612820256586_4699219220195946,commento,2022-01-12T11:56:13+0000,positivo
cortile,405353439582567_4685046684946533,post,2022-01-07T12:58:57+0000,positivo
darsena,405353439582567_4684723568312178,post,2022-01-07T08:00:25+0000,neutrale
gioco,4678740928910442_4679015815549620,commento,2022-01-05T10:20:49+0000,positivo
gioco,4678740928910442_4679559228828612,commento,2022-01-05T14:04:32+0000,positivo
piazza,405353439582567_4676190622498806,post,2022-01-04T13:00:02+0000,neutrale
gioco,4672768096174392_4674130056038196,commento,2022-01-03T17:20:02+0000,positivo
piazza,405353439582567_4660097834108085,post,2021-12-30T08:00:04+0000,positivo
darsena,405353439582567_4654174154700453,post,2021-12-28T10:00:01+0000,neutrale
piazza,4654161414701727_4654511871333348,sottocommento,2021-12-28T09:53:59+0000,neutrale
piazza,4636964833088052_4637630379688164,commento,2021-12-24T10:34:12+0000,positivo
verde,405353439582567_4628852940565908,post,2021-12-22T11:54:05+0000,neutrale
verde,405353439582567_4623931647724704,post,2021-12-21T10:34:18+0000,neutrale
piazza,405353439582567_4623931647724704,post,2021-12-21T10:34:18+0000,neutrale
piazza,4623931647724704_4624093394375196,commento,2021-12-21T11:22:59+0000,neutrale
sport,405353439582567_4619139664870569,post,2021-12-21T09:30:02+0000,neutrale
verde,405353439582567_4619790148138854,post,2021-12-20T13:05:03+0000,neutrale
piazza,405353439582567_4619790148138854,post,2021-12-20T13:05:03+0000,neutrale
piazza,4619790148138854_4620620294722506,commento,2021-12-20T16:00:10+0000,positivo
sport,405353439582567_4619389781512224,post,2021-12-20T10:50:27+0000,neutrale
piazza,405353439582567_4605110852940117,post,2021-12-20T09:30:01+0000,neutrale
verde,405353439582567_4618810481570154,post,2021-12-20T08:00:03+0000,neutrale
gioco,405353439582567_4595797100538159,post,2021-12-18T11:59:03+0000,neutrale
sport,405353439582567_4605401109577758,post,2021-12-17T09:57:11+0000,neutrale
piazza,405353439582567_4595858150532054,post,2021-12-16T11:30:03+0000,neutrale
piazza,405353439582567_4594888840628985,post,2021-12-15T08:00:02+0000,positivo
piazza,4594888840628985_4596411193810083,commento,2021-12-15T13:46:40+0000,positivo
piazza,4594888840628985_4599912023460000,commento,2021-12-16T06:35:04+0000,positivo
piazza,405353439582567_4593197977464738,post,2021-12-14T18:30:00+0000,neutrale
verde,405353439582567_4576240932493776,post,2021-12-09T15:06:00+0000,neutrale
verde,405353439582567_4575980925853110,post,2021-12-09T13:00:02+0000,neutrale
piazza,405353439582567_4576155925835610,post,2021-12-09T10:05:34+0000,neutrale
piazza,405353439582567_4575735135877689,post,2021-12-09T08:00:01+0000,positivo
piazza,4575735135877689_4576608069123729,commento,2021-12-09T13:16:58+0000,positivo
piazza,405353439582567_4569817886469414,post,2021-12-07T11:32:14+0000,neutrale
verde,4565889013528968_4566517436799459,commento,2021-12-06T12:03:50+0000,positivo
piazza,405353439582567_4559849327466270,post,2021-12-04T11:08:23+0000,neutrale
darsena,405353439582567_4559573600827176,post,2021-12-04T09:04:06+0000,neutrale
piazza,405353439582567_4556074347843768,post,2021-12-03T15:34:02+0000,neutrale
darsena,405353439582567_4556518801132656,post,2021-12-03T15:30:05+0000,neutrale
sostenibilità ambientale,405353439582567_4553231498128053,post,2021-12-02T16:37:02+0000,neutrale
piazza,405353439582567_4552074591577077,post,2021-12-02T10:00:02+0000,neutrale
movimento,405353439582567_4552074591577077,post,2021-12-02T10:00:02+0000,neutrale
piazza,405353439582567_4535779999873203,post,2021-11-27T10:51:06+0000,neutrale
piazza,4535779999873203_4536266843157852,commento,2021-11-27T14:01:59+0000,positivo
gioco,405353439582567_4532323940218809,post,2021-11-26T16:00:09+0000,neutrale
piazza,405353439582567_4532119296905940,post,2021-11-26T10:40:00+0000,neutrale
piazza,4532119296905940_4535372443247292,commento,2021-11-27T07:28:39+0000,positivo
piazza,4532119296905940_4534656026652267,sottocommento,2021-11-27T01:29:21+0000,positivo
piazza,405353439582567_4518742938243576,post,2021-11-26T10:01:15+0000,neutrale
piazza,405353439582567_4528772360573967,post,2021-11-25T11:36:03+0000,neutrale
piazza,405353439582567_4524605127657357,post,2021-11-24T08:00:01+0000,neutrale
piazza,405353439582567_4518602734924263,post,2021-11-22T15:00:03+0000,neutrale
piazza,405353439582567_4509797369138133,post,2021-11-19T15:00:06+0000,neutrale
energia rinnovabile,405353439582567_4486063664844837,post,2021-11-12T14:00:05+0000,neutrale
piazza,405353439582567_4486662388118298,post,2021-11-12T13:00:05+0000,neutrale
piazza,405353439582567_4479777932140077,post,2021-11-10T12:29:56+0000,neutrale
piazza,405353439582567_4476837139100823,post,2021-11-10T09:30:08+0000,neutrale
sport,405353439582567_4477019289082608,post,2021-11-09T14:57:21+0000,neutrale
darsena,405353439582567_4472975826153621,post,2021-11-08T09:30:04+0000,neutrale
darsena,405353439582567_4472954909489046,post,2021-11-08T08:00:14+0000,neutrale
darsena,4472954909489046_4473030216148182,commento,2021-11-08T08:40:46+0000,positivo
darsena,4472954909489046_4474276026023601,commento,2021-11-08T17:08:55+0000,positivo
verde,405353439582567_4461058594012011,post,2021-11-04T13:00:08+0000,neutrale
piazza,4460404047410799_4460939214023949,commento,2021-11-04T10:58:05+0000,neutrale
verde,405353439582567_4445654152219122,post,2021-10-30T10:34:01+0000,neutrale
piazza,405353439582567_4445654152219122,post,2021-10-30T10:34:01+0000,neutrale
piazza,405353439582567_4439172529533951,post,2021-10-28T11:31:12+0000,neutrale
sport,405353439582567_4435206533263884,post,2021-10-27T09:30:01+0000,neutrale
piazza,405353439582567_4431745273610010,post,2021-10-27T08:30:38+0000,neutrale
verde,4434968076621063_4440679906049880,commento,2021-10-28T21:19:59+0000,negativo
sport,405353439582567_4428792847238586,post,2021-10-25T10:00:50+0000,neutrale
piazza,405353439582567_4428677037250167,post,2021-10-25T07:00:01+0000,neutrale
natura,4420315171419687_4427100267407844,commento,2021-10-24T17:02:34+0000,positivo
verde,4420315171419687_4427100267407844,commento,2021-10-24T17:02:34+0000,positivo
darsena,405353439582567_4417036431747561,post,2021-10-21T10:02:51+0000,neutrale
gioco,405353439582567_4417036431747561,post,2021-10-21T10:02:51+0000,neutrale
sport,405353439582567_4417030458414825,post,2021-10-21T10:00:06+0000,neutrale
piazza,405353439582567_4416521888465682,post,2021-10-21T07:00:44+0000,neutrale
verde,405353439582567_4414192172031987,post,2021-10-20T11:30:08+0000,neutrale
piazza,405353439582567_4413497915434746,post,2021-10-20T07:00:39+0000,positivo
movimento,4410419895742548_4412315565552981,commento,2021-10-19T19:04:33+0000,neutrale
gioco,4408783029239568_4411642578953613,commento,2021-10-19T14:32:02+0000,positivo
verde,405353439582567_4398751316909406,post,2021-10-15T15:30:36+0000,neutrale
natura,405353439582567_4388636027920935,post,2021-10-12T11:17:41+0000,neutrale
piazza,405353439582567_4387883471329524,post,2021-10-12T07:00:42+0000,neutrale
sport,4385910014860203_4386221354829069,commento,2021-10-11T16:18:49+0000,negativo
sport,405353439582567_4385485258236012,post,2021-10-11T11:43:26+0000,neutrale
